yil,brend,model,viloyat,dvigatel_turi,sotilgan_soni,ortacha_narx_usd,umumiy_tushum_usd
2022,Chevrolet,Damas,Navoiy,Benzin,38,8697.00,330486.00
2022,Chevrolet,Labo,Navoiy,Benzin,20,7963.00,159260.00
2022,Chevrolet,Lacetti/Gentra,Navoiy,Benzin,38,13085.00,497230.00
2022,Chevrolet,Tracker-2,Navoiy,Benzin (Turbo),13,19738.00,256594.00
2022,Chevrolet,Onix,Navoiy,Benzin (Turbo),14,16177.00,226478.00
2022,Chevrolet,Malibu-2,Navoiy,Benzin (Turbo),2,33867.00,67734.00
2022,BYD,Song Plus DM-i,Navoiy,Gibrid (PHEV),5,30625.00,153125.00
2022,BYD,Chazor (Destroyer 05),Navoiy,Gibrid (PHEV),2,23297.00,46594.00
2022,BYD,Song Plus EV,Navoiy,Elektromobil (EV),1,34331.00,34331.00
2022,BYD,Han,Navoiy,Elektromobil (EV),1,48669.00,48669.00
2022,Chery,Tiggo 7 Pro,Navoiy,Benzin (Turbo),1,25567.00,25567.00
2022,Chery,Arrizo 6 Pro,Navoiy,Benzin (Turbo),1,20124.00,20124.00
2022,Chery,Tiggo 8 Pro,Navoiy,Benzin (Turbo),1,32103.00,32103.00
2022,Haval,Jolion,Navoiy,Benzin (Turbo),1,22500.00,22500.00
2022,Haval,M6,Navoiy,Benzin,2,18992.00,37984.00
2022,Haval,H6,Navoiy,Benzin (Turbo),1,28515.00,28515.00
2022,Kia,Sonet,Navoiy,Benzin,3,17364.00,52092.00
2022,Kia,K5,Navoiy,Benzin,1,32446.00,32446.00
2022,Kia,Sportage,Navoiy,Benzin,1,33825.00,33825.00
2022,Geely,Monjaro,Navoiy,Benzin (Turbo),1,34820.00,34820.00
2022,Jetour,Dashing,Navoiy,Benzin (Turbo),1,26106.00,26106.00
2022,Chevrolet,Cobalt,Jizzax,Benzin,36,11478.00,413208.00
2022,Chevrolet,Damas,Jizzax,Benzin,26,8431.00,219206.00
2022,Chevrolet,Labo,Jizzax,Benzin,13,8059.00,104767.00
2022,Chevrolet,Lacetti/Gentra,Jizzax,Benzin,26,12875.00,334750.00
2022,Chevrolet,Tracker-2,Jizzax,Benzin (Turbo),11,19843.00,218273.00
2022,Chevrolet,Onix,Jizzax,Benzin (Turbo),9,16136.00,145224.00
2022,Chevrolet,Malibu-2,Jizzax,Benzin (Turbo),1,33871.00,33871.00
2022,BYD,Song Plus DM-i,Jizzax,Gibrid (PHEV),2,29936.00,59872.00
2022,BYD,Chazor (Destroyer 05),Jizzax,Gibrid (PHEV),2,23421.00,46842.00
2022,BYD,Song Plus EV,Jizzax,Elektromobil (EV),1,34272.00,34272.00
2022,BYD,Han,Jizzax,Elektromobil (EV),1,48647.00,48647.00
2022,Chery,Tiggo 7 Pro,Jizzax,Benzin (Turbo),1,25679.00,25679.00
2022,Chery,Arrizo 6 Pro,Jizzax,Benzin (Turbo),1,19908.00,19908.00
2022,Chery,Tiggo 8 Pro,Jizzax,Benzin (Turbo),1,32040.00,32040.00
2022,Haval,Jolion,Jizzax,Benzin (Turbo),1,22536.00,22536.00
2022,Haval,M6,Jizzax,Benzin,3,18939.00,56817.00
2022,Haval,H6,Jizzax,Benzin (Turbo),1,28348.00,28348.00
2022,Kia,Sonet,Jizzax,Benzin,1,17601.00,17601.00
2022,Kia,K5,Jizzax,Benzin,1,32594.00,32594.00
2022,Kia,Sportage,Jizzax,Benzin,1,34140.00,34140.00
2022,Geely,Monjaro,Jizzax,Benzin (Turbo),1,34905.00,34905.00
2022,Jetour,Dashing,Jizzax,Benzin (Turbo),1,26162.00,26162.00
2022,Chevrolet,Cobalt,Sirdaryo,Benzin,23,11316.00,260268.00
2022,Chevrolet,Damas,Sirdaryo,Benzin,21,8643.00,181503.00
2022,Chevrolet,Labo,Sirdaryo,Benzin,11,7982.00,87802.00
2022,Chevrolet,Lacetti/Gentra,Sirdaryo,Benzin,19,12840.00,243960.00
2022,Chevrolet,Tracker-2,Sirdaryo,Benzin (Turbo),6,19776.00,118656.00
2022,Chevrolet,Onix,Sirdaryo,Benzin (Turbo),6,16532.00,99192.00
2022,Chevrolet,Malibu-2,Sirdaryo,Benzin (Turbo),1,33818.00,33818.00
2022,BYD,Song Plus DM-i,Sirdaryo,Gibrid (PHEV),1,30181.00,30181.00
2022,BYD,Chazor (Destroyer 05),Sirdaryo,Gibrid (PHEV),1,22808.00,22808.00
2022,BYD,Song Plus EV,Sirdaryo,Elektromobil (EV),1,33967.00,33967.00
2022,BYD,Han,Sirdaryo,Elektromobil (EV),1,48601.00,48601.00
2022,Chery,Tiggo 7 Pro,Sirdaryo,Benzin (Turbo),1,25402.00,25402.00
2022,Chery,Arrizo 6 Pro,Sirdaryo,Benzin (Turbo),1,19976.00,19976.00
2022,Chery,Tiggo 8 Pro,Sirdaryo,Benzin (Turbo),1,31974.00,31974.00
2022,Haval,Jolion,Sirdaryo,Benzin (Turbo),1,22623.00,22623.00
2022,Haval,M6,Sirdaryo,Benzin,1,18760.00,18760.00
2022,Haval,H6,Sirdaryo,Benzin (Turbo),1,28446.00,28446.00
2022,Kia,Sonet,Sirdaryo,Benzin,1,17538.00,17538.00
2022,Kia,K5,Sirdaryo,Benzin,2,32524.00,65048.00
2022,Kia,Sportage,Sirdaryo,Benzin,1,34131.00,34131.00
2022,Geely,Monjaro,Sirdaryo,Benzin (Turbo),1,35057.00,35057.00
2022,Jetour,Dashing,Sirdaryo,Benzin (Turbo),1,26084.00,26084.00
2022,Chevrolet,Cobalt,Qoraqalpog‘iston Res.,Benzin,22,11630.00,255860.00
2022,Chevrolet,Damas,Qoraqalpog‘iston Res.,Benzin,22,8565.00,188430.00
2022,Chevrolet,Labo,Qoraqalpog‘iston Res.,Benzin,9,8000.00,72000.00
2022,Chevrolet,Lacetti/Gentra,Qoraqalpog‘iston Res.,Benzin,19,13176.00,250344.00
2022,Chevrolet,Tracker-2,Qoraqalpog‘iston Res.,Benzin (Turbo),6,20103.00,120618.00
2022,Chevrolet,Onix,Qoraqalpog‘iston Res.,Benzin (Turbo),7,16488.00,115416.00
2022,Chevrolet,Malibu-2,Qoraqalpog‘iston Res.,Benzin (Turbo),2,34149.00,68298.00
2022,BYD,Song Plus DM-i,Qoraqalpog‘iston Res.,Gibrid (PHEV),2,30145.00,60290.00
2022,BYD,Chazor (Destroyer 05),Qoraqalpog‘iston Res.,Gibrid (PHEV),2,22967.00,45934.00
2022,BYD,Song Plus EV,Qoraqalpog‘iston Res.,Elektromobil (EV),1,34118.00,34118.00
2022,BYD,Han,Qoraqalpog‘iston Res.,Elektromobil (EV),1,48356.00,48356.00
2022,Chery,Tiggo 7 Pro,Qoraqalpog‘iston Res.,Benzin (Turbo),1,25512.00,25512.00
2022,Chery,Arrizo 6 Pro,Qoraqalpog‘iston Res.,Benzin (Turbo),1,20078.00,20078.00
2022,Chery,Tiggo 8 Pro,Qoraqalpog‘iston Res.,Benzin (Turbo),1,32093.00,32093.00
2022,Haval,Jolion,Qoraqalpog‘iston Res.,Benzin (Turbo),1,22445.00,22445.00
2022,Haval,M6,Qoraqalpog‘iston Res.,Benzin,1,18698.00,18698.00
2022,Haval,H6,Qoraqalpog‘iston Res.,Benzin (Turbo),1,28421.00,28421.00
2022,Kia,Sonet,Qoraqalpog‘iston Res.,Benzin,1,17329.00,17329.00
2022,Kia,K5,Qoraqalpog‘iston Res.,Benzin,2,32494.00,64988.00
2022,Kia,Sportage,Qoraqalpog‘iston Res.,Benzin,1,33955.00,33955.00
2022,Geely,Monjaro,Qoraqalpog‘iston Res.,Benzin (Turbo),1,34822.00,34822.00
2022,Jetour,Dashing,Qoraqalpog‘iston Res.,Benzin (Turbo),1,26159.00,26159.00
2023,Chevrolet,Cobalt,Toshkent shahri,Benzin,493,12024.00,5927832.00
2023,Chevrolet,Damas,Toshkent shahri,Benzin,83,8721.00,723843.00
2023,Chevrolet,Labo,Toshkent shahri,Benzin,40,8046.00,321840.00
2023,Chevrolet,Lacetti/Gentra,Toshkent shahri,Benzin,401,13385.00,5367385.00
2023,Chevrolet,Tracker-2,Toshkent shahri,Benzin (Turbo),136,18901.00,2570536.00
2023,Chevrolet,Onix,Toshkent shahri,Benzin (Turbo),159,15643.00,2487237.00
2023,Chevrolet,Malibu-2,Toshkent shahri,Benzin (Turbo),47,35214.00,1655058.00
2023,BYD,Song Plus DM-i,Toshkent shahri,Gibrid (PHEV),354,27675.00,9796950.00
2023,BYD,Chazor (Destroyer 05),Toshkent shahri,Gibrid (PHEV),233,21227.00,4945891.00
2023,BYD,Song Plus EV,Toshkent shahri,Elektromobil (EV),59,31039.00,1831301.00
2023,BYD,Han,Toshkent shahri,Elektromobil (EV),23,43987.00,1011701.00
2023,Chery,Tiggo 7 Pro,Toshkent shahri,Benzin (Turbo),42,26177.00,1099434.00
2023,Chery,Arrizo 6 Pro,Toshkent shahri,Benzin (Turbo),33,20775.00,685575.00
2023,Chery,Tiggo 8 Pro,Toshkent shahri,Benzin (Turbo),15,33103.00,496545.00
2023,Haval,Jolion,Toshkent shahri,Benzin (Turbo),37,23234.00,859658.00
2023,Haval,M6,Toshkent shahri,Benzin,39,19317.00,753363.00
2023,Haval,H6,Toshkent shahri,Benzin (Turbo),17,29460.00,500820.00
2023,Kia,Sonet,Toshkent shahri,Benzin,44,18086.00,795784.00
2023,Kia,K5,Toshkent shahri,Benzin,19,33304.00,632776.00
2023,Kia,Sportage,Toshkent shahri,Benzin,17,34941.00,593997.00
2023,Zeekr,001,Toshkent shahri,Elektromobil (EV),31,48405.00,1500555.00
2023,Geely,Monjaro,Toshkent shahri,Benzin (Turbo),14,36123.00,505722.00
2023,Jetour,Dashing,Toshkent shahri,Benzin (Turbo),15,26857.00,402855.00
2023,Li Auto,L7/L9,Toshkent shahri,Gibrid (EREV),20,57547.00,1150940.00
2023,Chevrolet,Cobalt,Toshkent viloyati,Benzin,197,12041.00,2372077.00
2023,Chevrolet,Damas,Toshkent viloyati,Benzin,170,8716.00,1481720.00
2023,Chevrolet,Labo,Toshkent viloyati,Benzin,84,8382.00,704088.00
2023,Chevrolet,Lacetti/Gentra,Toshkent viloyati,Benzin,148,13576.00,2009248.00
2023,Chevrolet,Tracker-2,Toshkent viloyati,Benzin (Turbo),49,19262.00,943838.00
2023,Chevrolet,Onix,Toshkent viloyati,Benzin (Turbo),56,15696.00,878976.00
2023,Chevrolet,Malibu-2,Toshkent viloyati,Benzin (Turbo),10,34840.00,348400.00
2023,BYD,Song Plus DM-i,Toshkent viloyati,Gibrid (PHEV),60,27399.00,1643940.00
2023,BYD,Chazor (Destroyer 05),Toshkent viloyati,Gibrid (PHEV),44,20984.00,923296.00
2023,BYD,Song Plus EV,Toshkent viloyati,Elektromobil (EV),10,31203.00,312030.00
2023,BYD,Han,Toshkent viloyati,Elektromobil (EV),4,44034.00,176136.00
2023,Chery,Tiggo 7 Pro,Toshkent viloyati,Benzin (Turbo),16,26337.00,421392.00
2023,Chery,Arrizo 6 Pro,Toshkent viloyati,Benzin (Turbo),12,20613.00,247356.00
2023,Chery,Tiggo 8 Pro,Toshkent viloyati,Benzin (Turbo),7,33008.00,231056.00
2023,Haval,Jolion,Toshkent viloyati,Benzin (Turbo),14,23315.00,326410.00
2023,Haval,M6,Toshkent viloyati,Benzin,17,19171.00,325907.00
2023,Haval,H6,Toshkent viloyati,Benzin (Turbo),7,29318.00,205226.00
2023,Kia,Sonet,Toshkent viloyati,Benzin,17,18198.00,309366.00
2023,Kia,K5,Toshkent viloyati,Benzin,8,33447.00,267576.00
2023,Kia,Sportage,Toshkent viloyati,Benzin,6,34866.00,209196.00
2023,Zeekr,001,Toshkent viloyati,Elektromobil (EV),4,48393.00,193572.00
2023,Geely,Monjaro,Toshkent viloyati,Benzin (Turbo),6,35869.00,215214.00
2023,Jetour,Dashing,Toshkent viloyati,Benzin (Turbo),6,26649.00,159894.00
2023,Li Auto,L7/L9,Toshkent viloyati,Gibrid (EREV),3,57496.00,172488.00
2023,Chevrolet,Cobalt,Samarqand,Benzin,234,11752.00,2749968.00
2023,Chevrolet,Damas,Samarqand,Benzin,157,8790.00,1380030.00
2023,Chevrolet,Labo,Samarqand,Benzin,79,8222.00,649538.00
2023,Chevrolet,Lacetti/Gentra,Samarqand,Benzin,210,13439.00,2822190.00
2023,Chevrolet,Tracker-2,Samarqand,Benzin (Turbo),62,18915.00,1172730.00
2023,Chevrolet,Onix,Samarqand,Benzin (Turbo),49,15606.00,764694.00
2023,Chevrolet,Malibu-2,Samarqand,Benzin (Turbo),7,35068.00,245476.00
2023,BYD,Song Plus DM-i,Samarqand,Gibrid (PHEV),57,27598.00,1573086.00
2023,BYD,Chazor (Destroyer 05),Samarqand,Gibrid (PHEV),56,21330.00,1194480.00
2023,BYD,Song Plus EV,Samarqand,Elektromobil (EV),8,30681.00,245448.00
2023,BYD,Han,Samarqand,Elektromobil (EV),5,44350.00,221750.00
2023,Chery,Tiggo 7 Pro,Samarqand,Benzin (Turbo),13,26324.00,342212.00
2023,Chery,Arrizo 6 Pro,Samarqand,Benzin (Turbo),11,20728.00,228008.00
2023,Chery,Tiggo 8 Pro,Samarqand,Benzin (Turbo),7,33087.00,231609.00
2023,Haval,Jolion,Samarqand,Benzin (Turbo),12,23343.00,280116.00
2023,Haval,M6,Samarqand,Benzin,15,19388.00,290820.00
2023,Haval,H6,Samarqand,Benzin (Turbo),6,29167.00,175002.00
2023,Kia,Sonet,Samarqand,Benzin,17,18013.00,306221.00
2023,Kia,K5,Samarqand,Benzin,9,33445.00,301005.00
2023,Kia,Sportage,Samarqand,Benzin,5,35142.00,175710.00
2023,Zeekr,001,Samarqand,Elektromobil (EV),3,48335.00,145005.00
2023,Geely,Monjaro,Samarqand,Benzin (Turbo),5,36126.00,180630.00
2023,Jetour,Dashing,Samarqand,Benzin (Turbo),7,26731.00,187117.00
2023,Li Auto,L7/L9,Samarqand,Gibrid (EREV),2,57514.00,115028.00
2023,Chevrolet,Cobalt,Farg‘ona,Benzin,174,11971.00,2082954.00
2023,Chevrolet,Damas,Farg‘ona,Benzin,309,8584.00,2652456.00
2023,Chevrolet,Labo,Farg‘ona,Benzin,164,8076.00,1324464.00
2023,Chevrolet,Lacetti/Gentra,Farg‘ona,Benzin,136,13330.00,1812880.00
2023,Chevrolet,Tracker-2,Farg‘ona,Benzin (Turbo),47,18827.00,884869.00
2023,Chevrolet,Onix,Farg‘ona,Benzin (Turbo),52,15400.00,800800.00
2023,Chevrolet,Malibu-2,Farg‘ona,Benzin (Turbo),7,35013.00,245091.00
2023,BYD,Song Plus DM-i,Farg‘ona,Gibrid (PHEV),51,27802.00,1417902.00
2023,BYD,Chazor (Destroyer 05),Farg‘ona,Gibrid (PHEV),35,20983.00,734405.00
2023,BYD,Song Plus EV,Farg‘ona,Elektromobil (EV),1,30859.00,30859.00
2023,BYD,Han,Farg‘ona,Elektromobil (EV),1,43954.00,43954.00
2023,Chery,Tiggo 7 Pro,Farg‘ona,Benzin (Turbo),13,26136.00,339768.00
2023,Chery,Arrizo 6 Pro,Farg‘ona,Benzin (Turbo),10,20572.00,205720.00
2023,Chery,Tiggo 8 Pro,Farg‘ona,Benzin (Turbo),5,33049.00,165245.00
2023,Haval,Jolion,Farg‘ona,Benzin (Turbo),12,23119.00,277428.00
2023,Haval,M6,Farg‘ona,Benzin,13,19538.00,253994.00
2023,Haval,H6,Farg‘ona,Benzin (Turbo),5,29512.00,147560.00
2023,Kia,Sonet,Farg‘ona,Benzin,15,18012.00,270180.00
2023,Kia,K5,Farg‘ona,Benzin,6,33458.00,200748.00
2023,Kia,Sportage,Farg‘ona,Benzin,4,34930.00,139720.00
2023,Zeekr,001,Farg‘ona,Elektromobil (EV),2,48601.00,97202.00
2023,Geely,Monjaro,Farg‘ona,Benzin (Turbo),4,36064.00,144256.00
2023,Jetour,Dashing,Farg‘ona,Benzin (Turbo),5,26606.00,133030.00
2023,Li Auto,L7/L9,Farg‘ona,Gibrid (EREV),1,57597.00,57597.00
2023,Chevrolet,Cobalt,Andijon,Benzin,140,11965.00,1675100.00
2023,Chevrolet,Damas,Andijon,Benzin,221,8787.00,1941927.00
2023,Chevrolet,Labo,Andijon,Benzin,136,8320.00,1131520.00
2023,Chevrolet,Lacetti/Gentra,Andijon,Benzin,101,13403.00,1353703.00
2023,Chevrolet,Tracker-2,Andijon,Benzin (Turbo),41,19243.00,788963.00
2023,Chevrolet,Onix,Andijon,Benzin (Turbo),41,15645.00,641445.00
2023,Chevrolet,Malibu-2,Andijon,Benzin (Turbo),7,34873.00,244111.00
2023,BYD,Song Plus DM-i,Andijon,Gibrid (PHEV),43,27663.00,1189509.00
2023,BYD,Chazor (Destroyer 05),Andijon,Gibrid (PHEV),33,20777.00,685641.00
2023,BYD,Song Plus EV,Andijon,Elektromobil (EV),4,31011.00,124044.00
2023,BYD,Han,Andijon,Elektromobil (EV),1,43621.00,43621.00
2023,Chery,Tiggo 7 Pro,Andijon,Benzin (Turbo),10,26094.00,260940.00
2023,Chery,Arrizo 6 Pro,Andijon,Benzin (Turbo),8,20663.00,165304.00
2023,Chery,Tiggo 8 Pro,Andijon,Benzin (Turbo),4,32771.00,131084.00
2023,Haval,Jolion,Andijon,Benzin (Turbo),8,23312.00,186496.00
2023,Haval,M6,Andijon,Benzin,11,19411.00,213521.00
2023,Haval,H6,Andijon,Benzin (Turbo),5,29358.00,146790.00
2023,Kia,Sonet,Andijon,Benzin,13,17873.00,232349.00
2023,Kia,K5,Andijon,Benzin,5,33370.00,166850.00
2023,Kia,Sportage,Andijon,Benzin,4,35033.00,140132.00
2023,Zeekr,001,Andijon,Elektromobil (EV),1,48515.00,48515.00
2023,Geely,Monjaro,Andijon,Benzin (Turbo),4,36113.00,144452.00
2023,Jetour,Dashing,Andijon,Benzin (Turbo),4,26718.00,106872.00
2023,Li Auto,L7/L9,Andijon,Gibrid (EREV),2,57600.00,115200.00
2023,Chevrolet,Cobalt,Namangan,Benzin,112,11806.00,1322272.00
2023,Chevrolet,Damas,Namangan,Benzin,215,8654.00,1860610.00
2023,Chevrolet,Labo,Namangan,Benzin,104,8095.00,841880.00
2023,Chevrolet,Lacetti/Gentra,Namangan,Benzin,90,13368.00,1203120.00
2023,Chevrolet,Tracker-2,Namangan,Benzin (Turbo),35,18917.00,662095.00
2023,Chevrolet,Onix,Namangan,Benzin (Turbo),36,15374.00,553464.00
2023,Chevrolet,Malibu-2,Namangan,Benzin (Turbo),5,34832.00,174160.00
2023,BYD,Song Plus DM-i,Namangan,Gibrid (PHEV),35,27200.00,952000.00
2023,BYD,Chazor (Destroyer 05),Namangan,Gibrid (PHEV),28,21205.00,593740.00
2023,BYD,Song Plus EV,Namangan,Elektromobil (EV),2,31312.00,62624.00
2023,BYD,Han,Namangan,Elektromobil (EV),1,44251.00,44251.00
2023,Chery,Tiggo 7 Pro,Namangan,Benzin (Turbo),10,26357.00,263570.00
2023,Chery,Arrizo 6 Pro,Namangan,Benzin (Turbo),8,20703.00,165624.00
2023,Chery,Tiggo 8 Pro,Namangan,Benzin (Turbo),3,33118.00,99354.00
2023,Haval,Jolion,Namangan,Benzin (Turbo),6,23277.00,139662.00
2023,Haval,M6,Namangan,Benzin,9,19309.00,173781.00
2023,Haval,H6,Namangan,Benzin (Turbo),6,29515.00,177090.00
2023,Kia,Sonet,Namangan,Benzin,11,18204.00,200244.00
2023,Kia,K5,Namangan,Benzin,4,33503.00,134012.00
2023,Kia,Sportage,Namangan,Benzin,4,35216.00,140864.00
2023,Zeekr,001,Namangan,Elektromobil (EV),2,48346.00,96692.00
2023,Geely,Monjaro,Namangan,Benzin (Turbo),3,36178.00,108534.00
2023,Jetour,Dashing,Namangan,Benzin (Turbo),4,26679.00,106716.00
2023,Li Auto,L7/L9,Namangan,Gibrid (EREV),1,57588.00,57588.00
2023,Chevrolet,Cobalt,Buxoro,Benzin,147,11936.00,1754592.00
2023,Chevrolet,Damas,Buxoro,Benzin,88,8828.00,776864.00
2023,Chevrolet,Labo,Buxoro,Benzin,48,8349.00,400752.00
2023,Chevrolet,Lacetti/Gentra,Buxoro,Benzin,108,13254.00,1431432.00
2023,Chevrolet,Tracker-2,Buxoro,Benzin (Turbo),28,18926.00,529928.00
2023,Chevrolet,Onix,Buxoro,Benzin (Turbo),34,15724.00,534616.00
2023,Chevrolet,Malibu-2,Buxoro,Benzin (Turbo),2,34872.00,69744.00
2023,BYD,Song Plus DM-i,Buxoro,Gibrid (PHEV),43,27685.00,1190455.00
2023,BYD,Chazor (Destroyer 05),Buxoro,Gibrid (PHEV),30,20986.00,629580.00
2023,BYD,Song Plus EV,Buxoro,Elektromobil (EV),3,30710.00,92130.00
2023,BYD,Han,Buxoro,Elektromobil (EV),2,44135.00,88270.00
2023,Chery,Tiggo 7 Pro,Buxoro,Benzin (Turbo),8,26093.00,208744.00
2023,Chery,Arrizo 6 Pro,Buxoro,Benzin (Turbo),7,20587.00,144109.00
2023,Chery,Tiggo 8 Pro,Buxoro,Benzin (Turbo),3,33105.00,99315.00
2023,Haval,Jolion,Buxoro,Benzin (Turbo),6,23130.00,138780.00
2023,Haval,M6,Buxoro,Benzin,9,19435.00,174915.00
2023,Haval,H6,Buxoro,Benzin (Turbo),4,29340.00,117360.00
2023,Kia,Sonet,Buxoro,Benzin,11,18107.00,199177.00
2023,Kia,K5,Buxoro,Benzin,3,33449.00,100347.00
2023,Kia,Sportage,Buxoro,Benzin,3,35041.00,105123.00
2023,Zeekr,001,Buxoro,Elektromobil (EV),1,48600.00,48600.00
2023,Geely,Monjaro,Buxoro,Benzin (Turbo),2,36073.00,72146.00
2023,Jetour,Dashing,Buxoro,Benzin (Turbo),4,26586.00,106344.00
2023,Li Auto,L7/L9,Buxoro,Gibrid (EREV),1,57723.00,57723.00
2023,Chevrolet,Cobalt,Qashqadaryo,Benzin,96,11852.00,1137792.00
2023,Chevrolet,Damas,Qashqadaryo,Benzin,86,8597.00,739342.00
2023,Chevrolet,Labo,Qashqadaryo,Benzin,41,8267.00,338947.00
2023,Chevrolet,Lacetti/Gentra,Qashqadaryo,Benzin,82,13300.00,1090600.00
2023,Chevrolet,Tracker-2,Qashqadaryo,Benzin (Turbo),25,18924.00,473100.00
2023,Chevrolet,Onix,Qashqadaryo,Benzin (Turbo),31,15703.00,486793.00
2023,Chevrolet,Malibu-2,Qashqadaryo,Benzin (Turbo),1,34951.00,34951.00
2023,BYD,Song Plus DM-i,Qashqadaryo,Gibrid (PHEV),25,27715.00,692875.00
2023,BYD,Chazor (Destroyer 05),Qashqadaryo,Gibrid (PHEV),19,20678.00,392882.00
2023,BYD,Song Plus EV,Qashqadaryo,Elektromobil (EV),2,30723.00,61446.00
2023,BYD,Han,Qashqadaryo,Elektromobil (EV),1,44201.00,44201.00
2023,Chery,Tiggo 7 Pro,Qashqadaryo,Benzin (Turbo),7,26168.00,183176.00
2023,Chery,Arrizo 6 Pro,Qashqadaryo,Benzin (Turbo),6,20542.00,123252.00
2023,Chery,Tiggo 8 Pro,Qashqadaryo,Benzin (Turbo),3,33047.00,99141.00
2023,Haval,Jolion,Qashqadaryo,Benzin (Turbo),6,23033.00,138198.00
2023,Haval,M6,Qashqadaryo,Benzin,6,19253.00,115518.00
2023,Haval,H6,Qashqadaryo,Benzin (Turbo),3,29180.00,87540.00
2023,Kia,Sonet,Qashqadaryo,Benzin,7,17849.00,124943.00
2023,Kia,K5,Qashqadaryo,Benzin,3,33541.00,100623.00
2023,Kia,Sportage,Qashqadaryo,Benzin,4,35000.00,140000.00
2023,Zeekr,001,Qashqadaryo,Elektromobil (EV),3,48560.00,145680.00
2023,Geely,Monjaro,Qashqadaryo,Benzin (Turbo),2,36170.00,72340.00
2023,Jetour,Dashing,Qashqadaryo,Benzin (Turbo),3,26795.00,80385.00
2023,Li Auto,L7/L9,Qashqadaryo,Gibrid (EREV),1,57667.00,57667.00
2023,Chevrolet,Cobalt,Xorazm,Benzin,67,11818.00,791806.00
2023,Chevrolet,Damas,Xorazm,Benzin,132,8796.00,1161072.00
2023,Chevrolet,Labo,Xorazm,Benzin,72,8123.00,584856.00
2023,Chevrolet,Lacetti/Gentra,Xorazm,Benzin,58,13497.00,782826.00
2023,Chevrolet,Tracker-2,Xorazm,Benzin (Turbo),17,18714.00,318138.00
2023,Chevrolet,Onix,Xorazm,Benzin (Turbo),20,15772.00,315440.00
2023,Chevrolet,Malibu-2,Xorazm,Benzin (Turbo),3,35029.00,105087.00
2023,BYD,Song Plus DM-i,Xorazm,Gibrid (PHEV),22,27689.00,609158.00
2023,BYD,Chazor (Destroyer 05),Xorazm,Gibrid (PHEV),13,21333.00,277329.00
2023,BYD,Song Plus EV,Xorazm,Elektromobil (EV),2,30602.00,61204.00
2023,BYD,Han,Xorazm,Elektromobil (EV),1,44027.00,44027.00
2023,Chery,Tiggo 7 Pro,Xorazm,Benzin (Turbo),4,26299.00,105196.00
2023,Chery,Arrizo 6 Pro,Xorazm,Benzin (Turbo),3,20730.00,62190.00
2023,Chery,Tiggo 8 Pro,Xorazm,Benzin (Turbo),2,33092.00,66184.00
2023,Haval,Jolion,Xorazm,Benzin (Turbo),2,23044.00,46088.00
2023,Haval,M6,Xorazm,Benzin,6,19332.00,115992.00
2023,Haval,H6,Xorazm,Benzin (Turbo),2,29293.00,58586.00
2023,Kia,Sonet,Xorazm,Benzin,6,18181.00,109086.00
2023,Kia,K5,Xorazm,Benzin,4,33585.00,134340.00
2023,Kia,Sportage,Xorazm,Benzin,1,35177.00,35177.00
2023,Zeekr,001,Xorazm,Elektromobil (EV),1,48469.00,48469.00
2023,Geely,Monjaro,Xorazm,Benzin (Turbo),2,35957.00,71914.00
2023,Jetour,Dashing,Xorazm,Benzin (Turbo),3,26826.00,80478.00
2023,Li Auto,L7/L9,Xorazm,Gibrid (EREV),1,57487.00,57487.00
2023,Chevrolet,Cobalt,Surxondaryo,Benzin,71,11996.00,851716.00
2023,Chevrolet,Damas,Surxondaryo,Benzin,54,8648.00,466992.00
2023,Chevrolet,Labo,Surxondaryo,Benzin,35,8226.00,287910.00
2023,Chevrolet,Lacetti/Gentra,Surxondaryo,Benzin,62,13273.00,822926.00
2023,Chevrolet,Tracker-2,Surxondaryo,Benzin (Turbo),22,18785.00,413270.00
2023,Chevrolet,Onix,Surxondaryo,Benzin (Turbo),22,15243.00,335346.00
2023,Chevrolet,Malibu-2,Surxondaryo,Benzin (Turbo),3,35074.00,105222.00
2023,BYD,Song Plus DM-i,Surxondaryo,Gibrid (PHEV),21,27270.00,572670.00
2023,BYD,Chazor (Destroyer 05),Surxondaryo,Gibrid (PHEV),16,21202.00,339232.00
2023,BYD,Song Plus EV,Surxondaryo,Elektromobil (EV),1,31389.00,31389.00
2023,BYD,Han,Surxondaryo,Elektromobil (EV),1,44050.00,44050.00
2023,Chery,Tiggo 7 Pro,Surxondaryo,Benzin (Turbo),5,26428.00,132140.00
2023,Chery,Arrizo 6 Pro,Surxondaryo,Benzin (Turbo),4,20664.00,82656.00
2023,Chery,Tiggo 8 Pro,Surxondaryo,Benzin (Turbo),2,33007.00,66014.00
2023,Haval,Jolion,Surxondaryo,Benzin (Turbo),8,23301.00,186408.00
2023,Haval,M6,Surxondaryo,Benzin,4,19404.00,77616.00
2023,Haval,H6,Surxondaryo,Benzin (Turbo),2,29248.00,58496.00
2023,Kia,Sonet,Surxondaryo,Benzin,6,17987.00,107922.00
2023,Kia,K5,Surxondaryo,Benzin,2,33620.00,67240.00
2023,Kia,Sportage,Surxondaryo,Benzin,1,35025.00,35025.00
2023,Zeekr,001,Surxondaryo,Elektromobil (EV),3,48291.00,144873.00
2023,Geely,Monjaro,Surxondaryo,Benzin (Turbo),1,36173.00,36173.00
